Rk_stats_standard,Player,Nation_stats_standard,Pos_stats_standard,Squad_stats_standard,Age_stats_standard,Born_stats_standard,MP_stats_standard,Starts_stats_standard,Min_stats_standard,90s_stats_standard,Gls_stats_standard,Ast_stats_standard,G+A_stats_standard,G-PK_stats_standard,PK_stats_standard,PKatt_stats_standard,CrdY_stats_standard,CrdR_stats_standard,xG_stats_standard,npxG_stats_standard,xAG_stats_standard,npxG+xAG_stats_standard,PrgC_stats_standard,PrgP_stats_standard,PrgR_stats_standard,Gls_stats_standard,Ast_stats_standard,G+A_stats_standard,G-PK_stats_standard,G+A-PK_stats_standard,xG_stats_standard,xAG_stats_standard,xG+xAG_stats_standard,npxG_stats_standard,npxG+xAG_stats_standard,Matches_stats_standard,FirstName
188,Ryan Fraser,sct SCO,"FW,DF",Southampton,31-073,1994,8,4,306.0,3.4,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,10,8,18,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,Ryan
209,Ryan Gravenberch,nl NED,MF,Liverpool,22-357,2002,34,34,2921.0,32.5,0,4,4,0,0,0,5,0,1.0,1.0,2.9,3.9,65,168,54,0.00,0.12,0.12,0.00,0.12,0.03,0.09,0.12,0.03,0.12,Matches,Ryan
324,Ryan Manning,ie IRL,"DF,MF",Southampton,28-328,1996,23,18,1459.0,16.2,0,1,1,0,0,0,2,0,0.3,0.3,3.2,3.6,14,35,74,0.00,0.06,0.06,0.00,0.06,0.02,0.20,0.22,0.02,0.22,Matches,Ryan
132,Rúben Dias,pt POR,DF,Manchester City,27-359,1997,24,22,2001.0,22.2,0,0,0,0,0,0,4,0,1.4,1.4,0.3,1.7,35,122,6,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches,Rúben
358,Sam Morsy,eg EGY,MF,Ipswich Town,33-240,1991,30,28,2486.0,27.6,1,1,2,1,0,0,10,0,0.3,0.3,0.8,1.2,16,104,9,0.04,0.04,0.07,0.04,0.07,0.01,0.03,0.04,0.01,0.04,Matches,Sam
265,Sam Johnstone,eng ENG,GK,Wolves,32-044,1993,7,7,630.0,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Sam
493,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,29-226,1995,19,13,979.0,10.9,4,0,4,4,0,0,2,0,3.4,3.4,0.2,3.6,16,18,46,0.37,0.00,0.37,0.37,0.37,0.31,0.02,0.33,0.31,0.33,Matches,Sammie
54,Sander Berge,no NOR,MF,Fulham,27-083,1998,28,24,2091.0,23.2,0,0,0,0,0,0,5,0,0.2,0.2,0.6,0.8,27,116,8,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.03,Matches,Sander
510,Sandro Tonali,it ITA,MF,Newcastle Utd,25-000,2000,33,25,2360.0,26.2,3,2,5,3,0,0,5,0,3.7,3.7,1.4,5.0,33,116,48,0.11,0.08,0.19,0.11,0.19,0.14,0.05,0.19,0.14,0.19,Matches,Sandro
73,Santiago Bueno,uy URU,DF,Wolves,26-180,1998,28,18,1683.0,18.7,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,1,28,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,Santiago
310,Saša Lukić,rs SRB,MF,Fulham,28-268,1996,28,26,2169.0,24.1,0,2,2,0,0,0,12,0,1.2,1.2,2.6,3.8,37,92,29,0.00,0.08,0.08,0.00,0.08,0.05,0.11,0.16,0.05,0.16,Matches,Saša
309,Sean Longstaff,eng ENG,MF,Newcastle Utd,27-190,1997,24,8,797.0,8.9,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,4,40,22,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches,Sean
128,Sepp van den Berg,nl NED,DF,Brentford,23-139,2001,28,26,2316.0,25.7,0,0,0,0,0,0,2,0,1.7,1.7,0.5,2.2,10,72,27,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches,Sepp
427,Sergio Reguilón,es ESP,DF,Tottenham,28-143,1996,3,0,123.0,1.4,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,12,10,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches,Sergio
5,Simon Adingra,ci CIV,"FW,MF",Brighton,23-127,2002,26,10,956.0,10.6,2,1,3,2,0,0,0,0,2.2,2.2,1.8,4.0,37,14,119,0.19,0.09,0.28,0.19,0.28,0.21,0.17,0.38,0.21,0.38,Matches,Simon
325,Solly March,eng ENG,"FW,MF",Brighton,30-292,1994,8,1,168.0,1.9,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,5,2,20,0.00,0.00,0.00,0.00,0.00,0.05,0.15,0.19,0.05,0.19,Matches,Solly
236,Son Heung-min,kr KOR,FW,Tottenham,32-304,1992,28,23,2004.0,22.3,7,9,16,6,1,2,1,0,7.0,5.4,8.2,13.7,87,104,259,0.31,0.40,0.72,0.27,0.67,0.31,0.37,0.68,0.24,0.61,Matches,Son
397,Stefan Ortega,de GER,GK,Manchester City,32-183,1992,13,12,1100.0,12.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Stefan
332,Stephy Mavididi,eng ENG,FW,Leicester City,26-342,1998,30,16,1615.0,17.9,4,1,5,4,0,0,2,0,1.8,1.8,2.6,4.4,91,57,138,0.22,0.06,0.28,0.22,0.28,0.10,0.15,0.25,0.10,0.25,Matches,Stephy
63,Sven Botman,nl NED,DF,Newcastle Utd,25-116,2000,5,3,233.0,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,Sven
452,Sávio,br BRA,"FW,MF",Manchester City,21-028,2004,27,21,1734.0,19.3,1,8,9,1,0,0,3,0,4.9,4.9,6.8,11.6,133,66,239,0.05,0.42,0.47,0.05,0.47,0.25,0.35,0.60,0.25,0.60,Matches,Sávio
104,Séamus Coleman,ie IRL,DF,Everton,36-209,1988,3,2,197.0,2.2,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,1,8,2,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26,Matches,Séamus
38,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,27-269,1997,25,3,408.0,4.5,1,0,1,1,0,0,0,0,2.1,2.1,0.1,2.2,6,7,20,0.22,0.00,0.22,0.22,0.22,0.47,0.02,0.49,0.47,0.49,Matches,Taiwo
295,Tariq Lamptey,gh GHA,DF,Brighton,24-220,2000,14,9,802.0,8.9,2,2,4,2,0,0,0,0,0.4,0.4,0.8,1.2,28,12,43,0.22,0.22,0.45,0.22,0.45,0.04,0.09,0.13,0.04,0.13,Matches,Tariq
228,Taylor Harwood-Bellis,eng ENG,DF,Southampton,23-098,2002,32,30,2654.0,29.5,1,0,1,1,0,0,9,0,1.8,1.8,1.0,2.8,29,119,9,0.03,0.00,0.03,0.03,0.03,0.06,0.03,0.09,0.06,0.09,Matches,Taylor
502,Thiago,br BRA,FW,Brentford,23-316,2001,5,1,142.0,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,2,4,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10,Matches,Thiago
405,Thomas Partey,gh GHA,"MF,DF",Arsenal,31-329,1993,32,28,2527.0,28.1,4,2,6,4,0,0,4,0,2.0,2.0,1.9,4.0,32,171,47,0.14,0.07,0.21,0.14,0.21,0.07,0.07,0.14,0.07,0.14,Matches,Thomas
248,Tim Iroegbunam,eng ENG,MF,Everton,21-312,2003,17,5,567.0,6.3,0,1,1,0,0,0,4,0,0.2,0.2,0.2,0.4,8,14,9,0.00,0.16,0.16,0.00,0.16,0.04,0.03,0.07,0.04,0.07,Matches,Tim
546,Timo Werner,de GER,"FW,MF",Tottenham,29-063,1996,18,4,516.0,5.7,0,3,3,0,0,0,0,0,1.0,1.0,2.5,3.5,42,30,89,0.00,0.52,0.52,0.00,0.52,0.17,0.44,0.61,0.17,0.61,Matches,Timo
90,Timothy Castagne,be BEL,DF,Fulham,29-154,1995,24,17,1649.0,18.3,0,1,1,0,0,0,1,0,0.4,0.4,1.2,1.6,17,62,67,0.00,0.05,0.05,0.00,0.05,0.02,0.07,0.09,0.02,0.09,Matches,Timothy
106,Toby Collyer,eng ENG,MF,Manchester Utd,21-125,2004,6,0,179.0,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,0,5,2,0.00,0.00,0.00,0.00,0.00,0.09,0.13,0.22,0.09,0.22,Matches,Toby
80,Tom Cairney,sct SCO,MF,Fulham,34-108,1991,22,2,494.0,5.5,1,0,1,1,0,0,3,1,0.2,0.2,1.0,1.2,14,47,29,0.18,0.00,0.18,0.18,0.18,0.04,0.17,0.21,0.04,0.21,Matches,Tom
149,Tommy Doyle,eng ENG,MF,Wolves,23-203,2001,24,3,488.0,5.4,0,1,1,0,0,0,1,0,0.6,0.6,0.5,1.1,6,40,4,0.00,0.18,0.18,0.00,0.18,0.10,0.09,0.20,0.10,0.20,Matches,Tommy
479,Tomáš Souček,cz CZE,MF,West Ham,30-070,1995,32,27,2330.0,25.9,8,1,9,8,0,0,8,0,6.0,6.0,1.0,7.0,6,70,65,0.31,0.04,0.35,0.31,0.35,0.23,0.04,0.27,0.23,0.27,Matches,Tomáš
4,Tosin Adarabioyo,eng ENG,DF,Chelsea,27-226,1997,20,13,1229.0,13.7,1,1,2,1,0,0,3,0,0.9,0.9,0.2,1.1,5,37,1,0.07,0.07,0.15,0.07,0.15,0.07,0.02,0.08,0.07,0.08,Matches,Tosin
204,Toti Gomes,pt POR,DF,Wolves,26-112,1999,28,27,2344.0,26.0,0,1,1,0,0,0,6,0,0.7,0.7,0.9,1.7,21,67,15,0.00,0.04,0.04,0.00,0.04,0.03,0.04,0.06,0.03,0.06,Matches,Toti
15,Trent Alexander-Arnold,eng ENG,DF,Liverpool,26-213,1998,31,28,2296.0,25.5,3,6,9,3,0,0,5,0,1.8,1.8,6.7,8.5,50,221,90,0.12,0.24,0.35,0.12,0.35,0.07,0.26,0.33,0.07,0.33,Matches,Trent
91,Trevoh Chalobah,eng ENG,DF,Crystal Palace,25-307,1999,12,12,1060.0,11.8,3,0,3,3,0,0,1,0,1.2,1.2,0.4,1.6,11,34,6,0.25,0.00,0.25,0.25,0.25,0.10,0.03,0.14,0.10,0.14,Matches,Trevoh
92,Trevoh Chalobah,eng ENG,DF,Chelsea,25-307,1999,12,10,836.0,9.3,0,1,1,0,0,0,2,0,0.7,0.7,1.2,1.9,4,37,2,0.00,0.11,0.11,0.00,0.11,0.08,0.13,0.21,0.08,0.21,Matches,Trevoh
3,Tyler Adams,us USA,MF,Bournemouth,26-083,1999,25,18,1710.0,19.0,0,3,3,0,0,0,7,0,1.6,1.6,1.0,2.5,12,65,9,0.00,0.16,0.16,0.00,0.16,0.08,0.05,0.13,0.08,0.13,Matches,Tyler
134,Tyler Dibling,eng ENG,"FW,MF",Southampton,19-057,2006,31,18,1742.0,19.4,2,0,2,2,0,0,6,0,2.5,2.5,1.5,4.1,68,61,93,0.10,0.00,0.10,0.10,0.10,0.13,0.08,0.21,0.13,0.21,Matches,Tyler
189,Tyler Fredricson,eng ENG,DF,Manchester Utd,20-074,2005,2,2,165.0,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Tyler
321,Tyrell Malacia,nl NED,DF,Manchester Utd,25-264,1999,3,2,100.0,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,Tyrell
351,Tyrick Mitchell,eng ENG,DF,Crystal Palace,25-249,1999,35,35,2942.0,32.7,0,4,4,0,0,0,2,0,1.2,1.2,5.7,7.0,56,64,166,0.00,0.12,0.12,0.00,0.12,0.04,0.18,0.21,0.04,0.21,Matches,Tyrick
196,Tyrique George,eng ENG,FW,Chelsea,19-093,2006,7,0,103.0,1.1,1,1,2,1,0,0,1,0,0.2,0.2,0.7,0.9,9,2,18,0.87,0.87,1.75,0.87,1.75,0.17,0.63,0.80,0.17,0.80,Matches,Tyrique
349,Tyrone Mings,eng ENG,DF,Aston Villa,32-056,1993,13,11,1051.0,11.7,0,0,0,0,0,0,1,0,0.8,0.8,0.2,1.0,6,39,0,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches,Tyrone
308,Valentino Livramento,eng ENG,DF,Newcastle Utd,22-177,2002,34,29,2570.0,28.6,0,1,1,0,0,0,1,0,0.2,0.2,2.3,2.6,73,144,98,0.00,0.04,0.04,0.00,0.04,0.01,0.08,0.09,0.01,0.09,Matches,Valentino
306,Victor Lindelöf,se SWE,DF,Manchester Utd,30-295,1994,13,4,485.0,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,Victor
56,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,22-143,2002,28,28,2380.0,26.4,0,1,1,0,0,0,1,0,0.3,0.3,1.4,1.7,39,69,75,0.00,0.04,0.04,0.00,0.04,0.01,0.05,0.06,0.01,0.06,Matches,Victor
525,Virgil van Dijk,nl NED,DF,Liverpool,33-304,1991,35,35,3150.0,35.0,3,1,4,3,0,0,4,0,2.2,2.2,0.7,3.0,18,180,6,0.09,0.03,0.11,0.09,0.11,0.06,0.02,0.08,0.06,0.08,Matches,Virgil
369,Vitaliy Mykolenko,ua UKR,DF,Everton,25-344,1999,32,32,2812.0,31.2,0,1,1,0,0,0,3,0,0.4,0.4,1.6,2.1,31,105,90,0.00,0.03,0.03,0.00,0.03,0.01,0.05,0.07,0.01,0.07,Matches,Vitaliy
254,Vitaly Janelt,de GER,MF,Brentford,26-363,1998,32,27,2254.0,25.0,1,3,4,1,0,0,3,0,0.8,0.8,2.2,3.0,17,80,38,0.04,0.12,0.16,0.04,0.16,0.03,0.09,0.12,0.03,0.12,Matches,Vitaly
110,Vladimír Coufal,cz CZE,DF,West Ham,32-259,1992,19,9,876.0,9.7,0,0,0,0,0,0,4,0,0.2,0.2,0.6,0.8,15,33,25,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Matches,Vladimír
165,Wataru Endo,jp JPN,MF,Liverpool,32-088,1993,18,1,237.0,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,14,5,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,Wataru
545,Welington,br BRA,"DF,MF",Southampton,24-078,2001,7,3,215.0,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,3,6,10,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches,Welington
77,Wes Burns,wls WAL,"FW,DF",Ipswich Town,30-166,1994,18,12,926.0,10.3,0,1,1,0,0,0,1,0,0.5,0.5,1.6,2.2,38,8,65,0.00,0.10,0.10,0.00,0.10,0.05,0.16,0.21,0.05,0.21,Matches,Wes
184,Wesley Fofana,fr FRA,DF,Chelsea,24-142,2000,14,14,1172.0,13.0,0,0,0,0,0,0,7,0,0.4,0.4,0.4,0.8,19,32,4,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.07,0.03,0.06,Matches,Wesley
371,Wilfred Ndidi,ng NGA,MF,Leicester City,28-143,1996,26,26,2147.0,23.9,0,4,4,0,0,0,8,0,2.0,2.0,1.8,3.9,17,65,75,0.00,0.17,0.17,0.00,0.17,0.09,0.08,0.16,0.09,0.16,Matches,Wilfred
242,Will Hughes,eng ENG,MF,Crystal Palace,30-021,1995,30,21,1899.0,21.1,0,3,3,0,0,0,11,0,1.0,1.0,2.7,3.8,19,83,24,0.00,0.14,0.14,0.00,0.14,0.05,0.13,0.18,0.05,0.18,Matches,Will
472,William Smallbone,ie IRL,MF,Southampton,25-076,2000,15,6,646.0,7.2,1,0,1,1,0,0,1,0,0.4,0.4,0.6,1.1,5,25,23,0.14,0.00,0.14,0.14,0.14,0.06,0.09,0.15,0.06,0.15,Matches,William
398,William Osula,dk DEN,FW,Newcastle Utd,21-277,2003,12,0,104.0,1.2,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,2,2,12,0.87,0.00,0.87,0.87,0.87,0.10,0.08,0.18,0.10,0.18,Matches,William
445,William Saliba,fr FRA,DF,Arsenal,24-045,2001,33,33,2904.0,32.3,2,0,2,2,0,0,2,1,2.3,2.3,0.9,3.1,16,134,6,0.06,0.00,0.06,0.06,0.06,0.07,0.03,0.10,0.07,0.10,Matches,William
551,Willian,br BRA,"FW,MF",Fulham,36-272,1988,9,2,241.0,2.7,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,9,38,31,0.00,0.00,0.00,0.00,0.00,0.10,0.17,0.27,0.10,0.27,Matches,Willian
62,Willy Boly,ci CIV,DF,Nott'ham Forest,34-094,1991,6,1,150.0,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,Willy
388,Wilson Odobert,fr FRA,FW,Tottenham,20-161,2004,13,7,629.0,7.0,1,0,1,1,0,0,0,0,1.2,1.2,0.9,2.1,40,21,56,0.14,0.00,0.14,0.14,0.14,0.17,0.13,0.30,0.17,0.30,Matches,Wilson
174,Wout Faes,be BEL,DF,Leicester City,27-035,1998,31,27,2545.0,28.3,1,0,1,1,0,0,4,0,1.4,1.4,0.1,1.5,12,80,1,0.04,0.00,0.04,0.04,0.04,0.05,0.00,0.05,0.05,0.05,Matches,Wout
111,Woyo Coulibaly,fr FRA,DF,Leicester City,25-353,1999,4,1,109.0,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,3,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,Woyo
350,Yankuba Minteh,gm GAM,"FW,MF",Brighton,20-290,2004,29,17,1587.0,17.6,6,4,10,6,0,0,6,0,4.0,4.0,4.7,8.7,71,40,163,0.34,0.23,0.57,0.34,0.57,0.22,0.27,0.49,0.22,0.49,Matches,Yankuba
39,Yasin Ayari,se SWE,MF,Brighton,21-214,2003,31,19,1759.0,19.5,1,1,2,1,0,0,3,0,2.2,2.2,2.2,4.4,30,69,59,0.05,0.05,0.10,0.05,0.10,0.11,0.11,0.23,0.11,0.23,Matches,Yasin
561,Yehor Yarmoliuk,ua UKR,MF,Brentford,21-068,2004,28,12,1196.0,13.3,0,0,0,0,0,0,5,0,0.6,0.6,0.9,1.5,15,52,44,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.11,0.05,0.11,Matches,Yehor
359,Yerson Mosquera,co COL,DF,Wolves,24-006,2001,5,5,441.0,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,0,7,0,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches,Yerson
557,Yoane Wissa,cd COD,FW,Brentford,28-247,1996,32,31,2650.0,29.4,18,3,21,18,0,0,2,0,16.5,16.5,1.8,18.3,51,57,135,0.61,0.10,0.71,0.61,0.71,0.56,0.06,0.62,0.56,0.62,Matches,Yoane
504,Youri Tielemans,be BEL,MF,Aston Villa,28-001,1997,35,35,2997.0,33.3,3,7,10,3,0,1,4,0,3.1,2.3,6.9,9.2,39,234,48,0.09,0.21,0.30,0.09,0.30,0.09,0.21,0.30,0.07,0.28,Matches,Youri
490,Yukinari Sugawara,jp JPN,"DF,MF",Southampton,24-314,2000,29,15,1467.0,16.3,1,1,2,1,0,0,4,0,0.5,0.5,2.2,2.7,32,68,76,0.06,0.06,0.12,0.06,0.12,0.03,0.14,0.17,0.03,0.17,Matches,Yukinari
59,Yves Bissouma,ml MLI,MF,Tottenham,28-251,1996,25,16,1300.0,14.4,2,0,2,2,0,0,7,0,0.6,0.6,0.3,0.9,15,72,3,0.14,0.00,0.14,0.14,0.14,0.04,0.02,0.06,0.04,0.06,Matches,Yves
357,Álex Moreno,es ESP,"DF,MF",Nott'ham Forest,31-334,1993,15,11,955.0,10.6,0,1,1,0,0,0,2,0,0.2,0.2,1.3,1.4,26,34,34,0.00,0.09,0.09,0.00,0.09,0.02,0.12,0.13,0.02,0.13,Matches,Álex
220,İlkay Gündoğan,de GER,MF,Manchester City,34-196,1990,31,23,2050.0,22.8,0,5,5,0,0,0,1,0,2.7,2.7,2.8,5.5,57,115,86,0.00,0.22,0.22,0.00,0.22,0.12,0.12,0.24,0.12,0.24,Matches,İlkay
173,Łukasz Fabiański,pl POL,GK,West Ham,40-020,1985,13,12,1070.0,11.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Łukasz
