Statistic,Scope,Value
Mean of SCA,Arsenal,39.86363636363637
Std of SCA,Arsenal,34.142970348849616
Median of SCA,Aston Villa,18.0
Mean of SCA,Aston Villa,28.703703703703702
Std of SCA,Aston Villa,30.501973220930648
Median of SCA,Bournemouth,28.0
Mean of SCA,Bournemouth,40.78260869565217
Std of SCA,Bournemouth,36.34550931588152
Median of SCA,Brentford,21.0
Mean of SCA,Brentford,34.095238095238095
Std of SCA,Brentford,35.68880043081409
Median of SCA,Brighton,26.5
Mean of SCA,Brighton,31.653846153846153
Std of SCA,Brighton,23.677740276795518
Median of SCA,Chelsea,16.5
Mean of SCA,Chelsea,41.625
Std of SCA,Chelsea,48.78507656704224
Median of SCA,Crystal Palace,27.0
Mean of SCA,Crystal Palace,37.666666666666664
Std of SCA,Crystal Palace,35.416568627315286
Median of SCA,Everton,25.0
Mean of SCA,Everton,29.571428571428573
Std of SCA,Everton,19.815578287225
Median of SCA,Fulham,30.0
Mean of SCA,Fulham,39.45
Std of SCA,Fulham,33.1320722341105
Median of SCA,Ipswich Town,13.0
Mean of SCA,Ipswich Town,19.517241379310345
Std of SCA,Ipswich Town,21.375253865919635
Median of SCA,Leicester City,14.0
Mean of SCA,Leicester City,20.32
Std of SCA,Leicester City,18.9796382122175
Median of SCA,Liverpool,35.0
Mean of SCA,Liverpool,50.80952380952381
Std of SCA,Liverpool,45.6318080373976
Median of SCA,Manchester City,33.0
Mean of SCA,Manchester City,39.76
Std of SCA,Manchester City,33.9353306550366
Median of SCA,Manchester Utd,14.5
Mean of SCA,Manchester Utd,28.266666666666666
Std of SCA,Manchester Utd,35.942418828792924
Median of SCA,Newcastle Utd,32.0
Mean of SCA,Newcastle Utd,37.130434782608695
Std of SCA,Newcastle Utd,35.94352179313097
Median of SCA,Nott'ham Forest,29.0
Mean of SCA,Nott'ham Forest,34.476190476190474
Std of SCA,Nott'ham Forest,32.79728502120114
Median of SCA,Southampton,15.0
Mean of SCA,Southampton,20.03448275862069
Std of SCA,Southampton,20.125468510288663
Median of SCA,Tottenham,18.0
Mean of SCA,Tottenham,31.37037037037037
Std of SCA,Tottenham,36.5178019265927
Median of SCA,West Ham,19.0
Mean of SCA,West Ham,30.16
Std of SCA,West Ham,30.764806733235517
Median of SCA,Wolves,21.0
Mean of SCA,Wolves,29.52173913043478
Std of SCA,Wolves,28.046827020696185
Median of SCA90,all,1.79
Mean of SCA90,all,2.057846790890269
Std of SCA90,all,1.4071729115621456
Median of SCA90,Arsenal,2.24
Mean of SCA90,Arsenal,2.4499999999999997
Std of SCA90,Arsenal,1.4035600993120858
Median of SCA90,Aston Villa,1.76
Mean of SCA90,Aston Villa,1.9833333333333334
Std of SCA90,Aston Villa,1.2332352698367133
Median of SCA90,Bournemouth,2.35
Mean of SCA90,Bournemouth,2.5721739130434784
Std of SCA90,Bournemouth,1.868110266654366
Median of SCA90,Brentford,1.72
Mean of SCA90,Brentford,1.8747619047619046
Std of SCA90,Brentford,1.1583161012764134
Median of SCA90,Brighton,2.8099999999999996
Mean of SCA90,Brighton,2.4615384615384617
Std of SCA90,Brighton,1.2276667049576357
Median of SCA90,Chelsea,2.24
Mean of SCA90,Chelsea,2.4354166666666663
Std of SCA90,Chelsea,1.6904102387770605
Median of SCA90,Crystal Palace,2.0
Mean of SCA90,Crystal Palace,2.206666666666667
Std of SCA90,Crystal Palace,1.5029781546427523
Median of SCA90,Everton,1.72
Mean of SCA90,Everton,1.7785714285714287
Std of SCA90,Everton,0.9930623631690294
Median of SCA90,Fulham,2.1950000000000003
Mean of SCA90,Fulham,2.4509999999999996
Std of SCA90,Fulham,1.6479617394638875
Median of SCA90,Ipswich Town,1.34
Mean of SCA90,Ipswich Town,1.512758620689655
Std of SCA90,Ipswich Town,1.2499425602566252
Median of SCA90,Leicester City,1.27
Mean of SCA90,Leicester City,1.3296000000000001
Std of SCA90,Leicester City,0.9874524461123854
Median of SCA90,Liverpool,2.54
Mean of SCA90,Liverpool,2.6233333333333335
Std of SCA90,Liverpool,1.506068834194949
Median of SCA90,Manchester City,2.08
Mean of SCA90,Manchester City,2.3836
Std of SCA90,Manchester City,1.746314881877454
Median of SCA90,Manchester Utd,1.83
Mean of SCA90,Manchester Utd,2.1653333333333333
Std of SCA90,Manchester Utd,1.4409856141647928
Median of SCA90,Newcastle Utd,1.89
Mean of SCA90,Newcastle Utd,2.063913043478261
Std of SCA90,Newcastle Utd,1.3870922468191405
Median of SCA90,Nott'ham Forest,1.73
Mean of SCA90,Nott'ham Forest,1.8719047619047617
Std of SCA90,Nott'ham Forest,1.3040959284025813
Median of SCA90,Southampton,1.37
Mean of SCA90,Southampton,1.405862068965517
Std of SCA90,Southampton,0.8520585042010207
Median of SCA90,Tottenham,1.57
Mean of SCA90,Tottenham,1.9548148148148148
Std of SCA90,Tottenham,1.512578975358033
Median of SCA90,West Ham,2.31
Mean of SCA90,West Ham,2.1908
Std of SCA90,West Ham,1.4840426768346882
Median of SCA90,Wolves,1.71
Mean of SCA90,Wolves,1.7804347826086961
Std of SCA90,Wolves,1.060662221362714
Median of GCA,all,2.0
Mean of GCA,all,3.567287784679089
Std of GCA,all,4.28365685747701
Median of GCA,Arsenal,3.0
Mean of GCA,Arsenal,5.0
Std of GCA,Arsenal,5.597618541248888
Median of GCA,Aston Villa,2.0
Mean of GCA,Aston Villa,3.4444444444444446
Std of GCA,Aston Villa,3.954873656771559
Median of GCA,Bournemouth,2.0
Mean of GCA,Bournemouth,3.9565217391304346
Std of GCA,Bournemouth,4.1939161658674236
Median of GCA,Brentford,2.0
Mean of GCA,Brentford,5.0
Std of GCA,Brentford,5.822370651203855
Median of GCA,Brighton,3.0
Mean of GCA,Brighton,3.8076923076923075
Std of GCA,Brighton,2.9532250949662577
Median of GCA,Chelsea,2.5
Mean of GCA,Chelsea,4.291666666666667
Std of GCA,Chelsea,4.8227645568713475
Median of GCA,Crystal Palace,3.0
Mean of GCA,Crystal Palace,3.619047619047619
Std of GCA,Crystal Palace,3.4274799850063387
Median of GCA,Everton,2.0
Mean of GCA,Everton,2.4761904761904763
Std of GCA,Everton,2.11232212550661
Median of GCA,Fulham,3.0
Mean of GCA,Fulham,4.4
Std of GCA,Fulham,4.393775501535637
Median of GCA,Ipswich Town,1.0
Mean of GCA,Ipswich Town,1.9310344827586208
Std of GCA,Ipswich Town,2.0861967186170323
Median of GCA,Leicester City,1.0
Mean of GCA,Leicester City,1.92
Std of GCA,Leicester City,2.4138489320308896
Median of GCA,Liverpool,4.0
Mean of GCA,Liverpool,6.523809523809524
Std of GCA,Liverpool,6.630377422281839
Median of GCA,Manchester City,3.0
Mean of GCA,Manchester City,4.64
Std of GCA,Manchester City,4.55411901469428
Median of GCA,Manchester Utd,0.5
Mean of GCA,Manchester Utd,2.2
Std of GCA,Manchester Utd,3.916367070957823
Median of GCA,Newcastle Utd,3.0
Mean of GCA,Newcastle Utd,4.826086956521739
Std of GCA,Newcastle Utd,5.382228111724763
Median of GCA,Nott'ham Forest,2.0
Mean of GCA,Nott'ham Forest,3.9047619047619047
Std of GCA,Nott'ham Forest,4.979003533888703
Median of GCA,Southampton,1.0
Mean of GCA,Southampton,1.3793103448275863
Std of GCA,Southampton,1.8787114334687767
Median of GCA,Tottenham,2.0
Mean of GCA,Tottenham,3.814814814814815
Std of GCA,Tottenham,4.599640763874409
Median of GCA,West Ham,1.0
Mean of GCA,West Ham,2.28
Std of GCA,West Ham,3.1953090617340916
Median of GCA,Wolves,3.0
Mean of GCA,Wolves,3.9130434782608696
Std of GCA,Wolves,4.14414201536075
Median of GCA90,all,0.15
Mean of GCA90,all,0.21265010351966876
Std of GCA90,all,0.22137821726129717
Median of GCA90,Arsenal,0.24
Mean of GCA90,Arsenal,0.29227272727272735
Std of GCA90,Arsenal,0.299474648234312
Median of GCA90,Aston Villa,0.17
Mean of GCA90,Aston Villa,0.21703703703703703
Std of GCA90,Aston Villa,0.20011179211812918
Median of GCA90,Bournemouth,0.21
Mean of GCA90,Bournemouth,0.22826086956521738
Std of GCA90,Bournemouth,0.20687396632893185
Median of GCA90,Brentford,0.2
Mean of GCA90,Brentford,0.2790476190476191
Std of GCA90,Brentford,0.27171501176609225
Median of GCA90,Brighton,0.3
Mean of GCA90,Brighton,0.32076923076923075
Std of GCA90,Brighton,0.27229282879904243
Median of GCA90,Chelsea,0.23
Mean of GCA90,Chelsea,0.26125
Std of GCA90,Chelsea,0.246916858036483
Median of GCA90,Crystal Palace,0.15
Mean of GCA90,Crystal Palace,0.17285714285714285
Std of GCA90,Crystal Palace,0.16604646509766047
Median of GCA90,Everton,0.1
Mean of GCA90,Everton,0.15904761904761905
Std of GCA90,Everton,0.14767886652817871
Median of GCA90,Fulham,0.185
Mean of GCA90,Fulham,0.23850000000000002
Std of GCA90,Fulham,0.20414842381798695
Median of GCA90,Ipswich Town,0.12
Mean of GCA90,Ipswich Town,0.14620689655172414
Std of GCA90,Ipswich Town,0.16107703997740264
Median of GCA90,Leicester City,0.1
Mean of GCA90,Leicester City,0.124
Std of GCA90,Leicester City,0.1457452114707947
Median of GCA90,Liverpool,0.32
Mean of GCA90,Liverpool,0.32857142857142857
Std of GCA90,Liverpool,0.2381866015183414
Median of GCA90,Manchester City,0.26
Mean of GCA90,Manchester City,0.2756
Std of GCA90,Manchester City,0.2381015189647755
Median of GCA90,Manchester Utd,0.015
Mean of GCA90,Manchester Utd,0.11699999999999999
Std of GCA90,Manchester Utd,0.20710067516831618
Median of GCA90,Newcastle Utd,0.23
Mean of GCA90,Newcastle Utd,0.22173913043478263
Std of GCA90,Newcastle Utd,0.21126571321685797
Median of GCA90,Nott'ham Forest,0.14
Mean of GCA90,Nott'ham Forest,0.19952380952380955
Std of GCA90,Nott'ham Forest,0.21937356701472013
Median of GCA90,Southampton,0.06
Mean of GCA90,Southampton,0.10758620689655173
Std of GCA90,Southampton,0.14027155226340168
Median of GCA90,Tottenham,0.19
Mean of GCA90,Tottenham,0.24962962962962962
Std of GCA90,Tottenham,0.24832487222435484
Median of GCA90,West Ham,0.1
Mean of GCA90,West Ham,0.1344
Std of GCA90,West Ham,0.1664351725647757
Median of GCA90,Wolves,0.18
Mean of GCA90,Wolves,0.2526086956521739
Std of GCA90,Wolves,0.2399662360966708
Median of Tackles,all,18.0
Mean of Tackles,all,25.22153209109731
Std of Tackles,all,22.99193869491504
Median of Tackles,Arsenal,19.5
Mean of Tackles,Arsenal,24.636363636363637
Std of Tackles,Arsenal,20.726209435778593
Median of Tackles,Aston Villa,11.0
Mean of Tackles,Aston Villa,21.814814814814813
Std of Tackles,Aston Villa,20.81980757510471
Median of Tackles,Bournemouth,21.0
Mean of Tackles,Bournemouth,27.956521739130434
Std of Tackles,Bournemouth,23.433616608449036
Median of Tackles,Brentford,25.0
Mean of Tackles,Brentford,27.523809523809526
Std of Tackles,Brentford,22.234250712850766
Median of Tackles,Brighton,17.0
Mean of Tackles,Brighton,24.23076923076923
Std of Tackles,Brighton,19.614907988176125
Median of Tackles,Chelsea,12.5
Mean of Tackles,Chelsea,21.75
Std of Tackles,Chelsea,24.612209765992517
Median of Tackles,Crystal Palace,21.0
Mean of Tackles,Crystal Palace,33.142857142857146
Std of Tackles,Crystal Palace,29.93540665213305
Median of Tackles,Everton,28.0
Mean of Tackles,Everton,31.80952380952381
Std of Tackles,Everton,28.573797520838998
Median of Tackles,Fulham,24.0
Mean of Tackles,Fulham,29.45
Std of Tackles,Fulham,23.69204841069545
Median of Tackles,Ipswich Town,12.0
Mean of Tackles,Ipswich Town,18.551724137931036
Std of Tackles,Ipswich Town,16.8535418212666
Median of Tackles,Leicester City,21.0
Mean of Tackles,Leicester City,25.92
Std of Tackles,Leicester City,22.75763608110473
Median of Tackles,Liverpool,26.0
Mean of Tackles,Liverpool,28.476190476190474
Std of Tackles,Liverpool,23.932444604801756
Median of Tackles,Manchester City,15.0
Mean of Tackles,Manchester City,18.44
Std of Tackles,Manchester City,17.05891751157343
Median of Tackles,Manchester Utd,13.0
Mean of Tackles,Manchester Utd,25.1
Std of Tackles,Manchester Utd,27.822528703341753
Median of Tackles,Newcastle Utd,22.0
Mean of Tackles,Newcastle Utd,24.434782608695652
Std of Tackles,Newcastle Utd,22.0223565887786
Median of Tackles,Nott'ham Forest,21.0
Mean of Tackles,Nott'ham Forest,29.904761904761905
Std of Tackles,Nott'ham Forest,25.972879628383065
Median of Tackles,Southampton,13.0
Mean of Tackles,Southampton,20.413793103448278
Std of Tackles,Southampton,19.729450867347865
Median of Tackles,Tottenham,14.0
Mean of Tackles,Tottenham,22.85185185185185
Std of Tackles,Tottenham,20.77665795236365
Median of Tackles,West Ham,17.0
Mean of Tackles,West Ham,23.6
Std of Tackles,West Ham,20.816659994661325
Median of Tackles,Wolves,21.0
Mean of Tackles,Wolves,32.08695652173913
Std of Tackles,Wolves,28.195604176212647
Median of Tackles.1,all,8.0
Mean of Tackles.1,all,11.703933747412009
Std of Tackles.1,all,11.27077726592865
Median of Tackles.1,Arsenal,8.5
Mean of Tackles.1,Arsenal,10.727272727272727
Std of Tackles.1,Arsenal,9.371597506660208
Median of Tackles.1,Aston Villa,4.0
Mean of Tackles.1,Aston Villa,10.481481481481481
Std of Tackles.1,Aston Villa,11.696055779523318
Median of Tackles.1,Bournemouth,10.0
Mean of Tackles.1,Bournemouth,12.043478260869565
Std of Tackles.1,Bournemouth,11.679345641965817
Median of Tackles.1,Brentford,12.0
Mean of Tackles.1,Brentford,13.619047619047619
Std of Tackles.1,Brentford,11.177997094632788
Median of Tackles.1,Brighton,8.0
Mean of Tackles.1,Brighton,11.923076923076923
Std of Tackles.1,Brighton,10.646776326844018
Median of Tackles.1,Chelsea,5.5
Mean of Tackles.1,Chelsea,10.0
Std of Tackles.1,Chelsea,11.868848521124166
Median of Tackles.1,Crystal Palace,12.0
Mean of Tackles.1,Crystal Palace,14.19047619047619
Std of Tackles.1,Crystal Palace,13.283896445015852
Median of Tackles.1,Everton,14.0
Mean of Tackles.1,Everton,14.619047619047619
Std of Tackles.1,Everton,12.698331348945775
Median of Tackles.1,Fulham,8.5
Mean of Tackles.1,Fulham,12.4
Std of Tackles.1,Fulham,11.170449738861057
Median of Tackles.1,Ipswich Town,6.0
Mean of Tackles.1,Ipswich Town,8.96551724137931
Std of Tackles.1,Ipswich Town,8.666366674105664
Median of Tackles.1,Leicester City,9.0
Mean of Tackles.1,Leicester City,12.08
Std of Tackles.1,Leicester City,10.992118388493944
Median of Tackles.1,Liverpool,11.0
Mean of Tackles.1,Liverpool,15.19047619047619
Std of Tackles.1,Liverpool,14.739806808839278
Median of Tackles.1,Manchester City,7.0
Mean of Tackles.1,Manchester City,8.04
Std of Tackles.1,Manchester City,7.5910034470637235
Median of Tackles.1,Manchester Utd,6.5
Mean of Tackles.1,Manchester Utd,12.1
Std of Tackles.1,Manchester Utd,13.476288243711107
Median of Tackles.1,Newcastle Utd,12.0
Mean of Tackles.1,Newcastle Utd,12.391304347826088
Std of Tackles.1,Newcastle Utd,11.861853030292231
Median of Tackles.1,Nott'ham Forest,11.0
Mean of Tackles.1,Nott'ham Forest,14.428571428571429
Std of Tackles.1,Nott'ham Forest,14.041265714213331
Median of Tackles.1,Southampton,7.0
Mean of Tackles.1,Southampton,8.862068965517242
Std of Tackles.1,Southampton,7.994302158104477
Median of Tackles.1,Tottenham,7.0
Mean of Tackles.1,Tottenham,10.407407407407407
Std of Tackles.1,Tottenham,10.525643628262065
Median of Tackles.1,West Ham,7.0
Mean of Tackles.1,West Ham,10.44
Std of Tackles.1,West Ham,9.228939989691845
Median of Tackles.1,Wolves,11.0
Mean of Tackles.1,Wolves,14.608695652173912
Std of Tackles.1,Wolves,12.342605922114528
Median of Tackles.2,all,18.0
Mean of Tackles.2,all,25.22153209109731
Std of Tackles.2,all,22.99193869491504
Median of Tackles.2,Arsenal,19.5
Mean of Tackles.2,Arsenal,24.636363636363637
Std of Tackles.2,Arsenal,20.726209435778593
Median of Tackles.2,Aston Villa,11.0
Mean of Tackles.2,Aston Villa,21.814814814814813
Std of Tackles.2,Aston Villa,20.81980757510471
Median of Tackles.2,Bournemouth,21.0
Mean of Tackles.2,Bournemouth,27.956521739130434
Std of Tackles.2,Bournemouth,23.433616608449036
Median of Tackles.2,Brentford,25.0
Mean of Tackles.2,Brentford,27.523809523809526
Std of Tackles.2,Brentford,22.234250712850766
Median of Tackles.2,Brighton,17.0
Mean of Tackles.2,Brighton,24.23076923076923
Std of Tackles.2,Brighton,19.614907988176125
Median of Tackles.2,Chelsea,12.5
Mean of Tackles.2,Chelsea,21.75
Std of Tackles.2,Chelsea,24.612209765992517
Median of Tackles.2,Crystal Palace,21.0
Mean of Tackles.2,Crystal Palace,33.142857142857146
Std of Tackles.2,Crystal Palace,29.93540665213305
Median of Tackles.2,Everton,28.0
Mean of Tackles.2,Everton,31.80952380952381
Std of Tackles.2,Everton,28.573797520838998
Median of Tackles.2,Fulham,24.0
Mean of Tackles.2,Fulham,29.45
Std of Tackles.2,Fulham,23.69204841069545
Median of Tackles.2,Ipswich Town,12.0
Mean of Tackles.2,Ipswich Town,18.551724137931036
Std of Tackles.2,Ipswich Town,16.8535418212666
Median of Tackles.2,Leicester City,21.0
Mean of Tackles.2,Leicester City,25.92
Std of Tackles.2,Leicester City,22.75763608110473
Median of Tackles.2,Liverpool,26.0
Mean of Tackles.2,Liverpool,28.476190476190474
Std of Tackles.2,Liverpool,23.932444604801756
Median of Tackles.2,Manchester City,15.0
Mean of Tackles.2,Manchester City,18.44
Std of Tackles.2,Manchester City,17.05891751157343
Median of Tackles.2,Manchester Utd,13.0
Mean of Tackles.2,Manchester Utd,25.1
Std of Tackles.2,Manchester Utd,27.822528703341753
Median of Tackles.2,Newcastle Utd,22.0
Mean of Tackles.2,Newcastle Utd,24.434782608695652
Std of Tackles.2,Newcastle Utd,22.0223565887786
Median of Tackles.2,Nott'ham Forest,21.0
Mean of Tackles.2,Nott'ham Forest,29.904761904761905
Std of Tackles.2,Nott'ham Forest,25.972879628383065
Median of Tackles.2,Southampton,13.0
Mean of Tackles.2,Southampton,20.413793103448278
Std of Tackles.2,Southampton,19.729450867347865
Median of Tackles.2,Tottenham,14.0
Mean of Tackles.2,Tottenham,22.85185185185185
Std of Tackles.2,Tottenham,20.77665795236365
Median of Tackles.2,West Ham,17.0
Mean of Tackles.2,West Ham,23.6
Std of Tackles.2,West Ham,20.816659994661325
Median of Tackles.2,Wolves,21.0
Mean of Tackles.2,Wolves,32.08695652173913
Std of Tackles.2,Wolves,28.195604176212647
Median of Tackles.3,all,8.0
Mean of Tackles.3,all,11.703933747412009
Std of Tackles.3,all,11.27077726592865
Median of Tackles.3,Arsenal,8.5
Mean of Tackles.3,Arsenal,10.727272727272727
Std of Tackles.3,Arsenal,9.371597506660208
Median of Tackles.3,Aston Villa,4.0
Mean of Tackles.3,Aston Villa,10.481481481481481
Std of Tackles.3,Aston Villa,11.696055779523318
Median of Tackles.3,Bournemouth,10.0
Mean of Tackles.3,Bournemouth,12.043478260869565
Std of Tackles.3,Bournemouth,11.679345641965817
Median of Tackles.3,Brentford,12.0
Mean of Tackles.3,Brentford,13.619047619047619
Std of Tackles.3,Brentford,11.177997094632788
Median of Tackles.3,Brighton,8.0
Mean of Tackles.3,Brighton,11.923076923076923
Std of Tackles.3,Brighton,10.646776326844018
Median of Tackles.3,Chelsea,5.5
Mean of Tackles.3,Chelsea,10.0
Std of Tackles.3,Chelsea,11.868848521124166
Median of Tackles.3,Crystal Palace,12.0
Mean of Tackles.3,Crystal Palace,14.19047619047619
Std of Tackles.3,Crystal Palace,13.283896445015852
Median of Tackles.3,Everton,14.0
Mean of Tackles.3,Everton,14.619047619047619
Std of Tackles.3,Everton,12.698331348945775
Median of Tackles.3,Fulham,8.5
Mean of Tackles.3,Fulham,12.4
Std of Tackles.3,Fulham,11.170449738861057
Median of Tackles.3,Ipswich Town,6.0
Mean of Tackles.3,Ipswich Town,8.96551724137931
Std of Tackles.3,Ipswich Town,8.666366674105664
Median of Tackles.3,Leicester City,9.0
Mean of Tackles.3,Leicester City,12.08
Std of Tackles.3,Leicester City,10.992118388493944
Median of Tackles.3,Liverpool,11.0
Mean of Tackles.3,Liverpool,15.19047619047619
Std of Tackles.3,Liverpool,14.739806808839278
Median of Tackles.3,Manchester City,7.0
Mean of Tackles.3,Manchester City,8.04
Std of Tackles.3,Manchester City,7.5910034470637235
Median of Tackles.3,Manchester Utd,6.5
Mean of Tackles.3,Manchester Utd,12.1
Std of Tackles.3,Manchester Utd,13.476288243711107
Median of Tackles.3,Newcastle Utd,12.0
Mean of Tackles.3,Newcastle Utd,12.391304347826088
Std of Tackles.3,Newcastle Utd,11.861853030292231
Median of Tackles.3,Nott'ham Forest,11.0
Mean of Tackles.3,Nott'ham Forest,14.428571428571429
Std of Tackles.3,Nott'ham Forest,14.041265714213331
Median of Tackles.3,Southampton,7.0
Mean of Tackles.3,Southampton,8.862068965517242
Std of Tackles.3,Southampton,7.994302158104477
Median of Tackles.3,Tottenham,7.0
Mean of Tackles.3,Tottenham,10.407407407407407
Std of Tackles.3,Tottenham,10.525643628262065
Median of Tackles.3,West Ham,7.0
Mean of Tackles.3,West Ham,10.44
Std of Tackles.3,West Ham,9.228939989691845
Median of Tackles.3,Wolves,11.0
Mean of Tackles.3,Wolves,14.608695652173912
Std of Tackles.3,Wolves,12.342605922114528
Median of Tackles Won,all,11.0
Mean of Tackles Won,all,15.082815734989648
